Município;IDH;codibge
Porto Amazonas;0,7;120101
Ubiretama;0,7;322343
Ubarana;0,7;555356
Juquiá;0,7;526100
São Roque do Canaã;0,7;204955
Cachoeiras de Macacu;0,7;300803
Nobres;0,699;105903
Novo Brasil;0,699;215207
Jaraguá;0,699;211800
Trindade;0,699;615607
Bom Retiro;0,699;202602
Silvianópolis;0,699;167400
Vargem;0,699;556354
Oliveira;0,699;145604
Brochier;0,699;302659
Cruz das Almas;0,699;909802
Irineópolis;0,699;207908
Barbosa;0,699;505104
Douradina;0,699;107256
Suzanápolis;0,699;552551
Saudade do Iguaçu;0,699;126272
Madre de Deus de Minas;0,699;139102
Mário Campos;0,699;140159
Cláudia;0,699;103056
Alvorada;0,699;700707
Almirante Tamandaré;0,699;100400
Tomazina;0,699;127809
Vera Cruz do Oeste;0,699;128559
Cristalina;0,699;206206
Cambuquira;0,699;110707
Novo Alegre;0,699;715150
São Gabriel;0,699;929255
Capela do Alto;0,699;510302
Rosário do Sul;0,699;316402
Marzagão;0,699;212907
Anchieta;0,699;200409
Maximiliano de Almeida;0,699;312203
Caiçara;0,699;503605
Urupema;0,699;218954
Joanópolis;0,699;525508
Lavras do Sul;0,699;311502
Palmeiras de Goiás;0,698;215702
Bela Vista;0,698;002100
Araújos;0,698;103900
Arroio dos Ratos;0,698;301107
Santana da Vargem;0,698;158300
Campestre;0,698;701357
Ribeira;0,698;542800
Claraval;0,698;116407
Cachoeira Dourada;0,698;109808
Guaraci;0,698;517901
Major Gercino;0,698;210209
Picos;0,698;208007
Santa Cecília;0,698;513158
Corumbaíba;0,698;205901
Passo do Sobrado;0,698;314076
Candiota;0,698;304358
Mariópolis;0,698;115309
Porto Mauá;0,698;315057
Terra Nova do Norte;0,698;108055
Água Doce;0,698;200408
Igarapé;0,698;130101
Jerônimo Monteiro;0,698;203106
Fazenda Vilanova;0,698;308078
Nova América da Colina;0,698;116604
Guapimirim;0,698;301850
Abaeté;0,698;100203
Camaquã;0,697;303509
Aparecida do Taboado;0,697;001003
Miracatu;0,697;529906
Areias;0,697;503505
Pinhalão;0,697;119202
Soledade de Minas;0,697;167806
Damolândia;0,697;206800
João Pinheiro;0,697;136306
Potim;0,697;540754
Aloândia;0,697;200506
Cambará do Sul;0,697;303608
Maratá;0,697;311791
Ingaí;0,697;130804
Angélica;0,697;000856
Caiuá;0,697;509106
Fátima;0,697;707553
Combinado;0,697;705557
Canelinha;0,697;203709
Dona Francisca;0,697;306700
Comendador Gomes;0,697;116902
Porciúncula;0,697;304102
Guzolândia;0,697;518909
Petrolina;0,697;611101
São Luís do Paraitinga;0,697;#N/D
Arantina;0,697;103603
São Miguel do Passa Quatro;0,697;220264
Carandaí;0,697;113206
Turvânia;0,697;221502
Tapira;0,697;168101
Manhumirim;0,697;139508
Bom Jesus do Sul;0,697;103156
Guapó;0,697;209200
Rio das Antas;0,697;214409
Santo Antônio do Caiuá;0,696;124202
Balneário Pinhal;0,696;301636
Coronel Martins;0,696;204459
Bom Jardim da Serra;0,696;202503
Abelardo Luz;0,696;200101
Santa Izabel do Oeste;0,696;123808
Japira;0,696;112306
Janiópolis;0,696;112207
Barbosa Ferraz;0,696;102505
Balsa Nova;0,696;102307
Alto Paraná;0,696;100608
São Jerônimo;0,696;318408
Pracinha;0,696;540853
Pedro de Toledo;0,696;537206
Brasnorte;0,696;101902
Cruzeiro da Fortaleza;0,696;120706
Estrela do Sul;0,696;124807
Fortuna de Minas;0,696;126406
Ipiaçu;0,696;131406
Espírito Santo do Turvo;0,696;515194
Janaúba;0,696;135100
Morada Nova de Minas;0,696;143500
Serra do Salitre;0,696;166808
Tocos do Moji;0,696;169059
Turvolândia;0,696;169802
Vargem Bonita;0,696;170602
Marataízes;0,696;203320
Marilândia;0,696;203353
Carmo;0,696;301207
Ipiranga de Goiás;0,696;210158
Moiporá;0,696;213400
Tuneiras do Oeste;0,695;127908
Araçaí;0,695;103207
Capim Branco;0,695;112505
Morro Agudo de Goiás;0,695;213855
Areiópolis;0,695;503604
Iraí de Minas;0,695;131604
Prata;0,695;512200
Anahy;0,695;101051
Sarandi;0,695;126256
Cruzília;0,695;120805
Elias Fausto;0,695;514908
Carangola;0,695;113305
Ouro Verde;0,695;534807
São João do Sul;0,695;216404
Cristiano Otoni;0,695;120409
Alegria;0,695;300455
Tabaporã;0,695;107941
Pinhal de São Bento;0,695;119251
Tapes;0,695;321105
José Boiteux;0,694;209151
Campo Alegre de Goiás;0,694;204805
Camaçari;0,694;905701
Astolfo Dutra;0,694;104601
Piên;0,694;119103
São João da Urtiga;0,694;318424
Heitoraí;0,694;209606
Paraopeba;0,694;147402
Juazeiro do Norte;0,694;307304
Arvorezinha;0,694;301404
Deodápolis;0,694;003454
Santana de Cataguases;0,694;158409
Clevelândia;0,694;105706
Goianira;0,694;208806
Abdon Batista;0,694;200051
Nova Alvorada do Sul;0,694;006002
Itambaracá;0,694;111001
Urubici;0,694;218905
Tupanci do Sul;0,694;322186
Muqui;0,694;203809
Coqueiral;0,694;118700
São José do Seridó;0,694;412401
Governador Lindenberg;0,694;202256
Cajati;0,694;509254
Cabrália Paulista;0,694;508306
Agudo;0,694;300109
Pequeri;0,694;149507
Itaboraí;0,693;301900
Guimarânia;0,693;128907
Aparecida do Rio Doce;0,693;201454
Senador Salgado Filho;0,693;320321
Aporé;0,693;201504
Itarumã;0,693;211305
Paraty;0,693;303807
São Patrício;0,693;220280
Independência;0,693;305605
Araçu;0,693;201603
Lagoinha;0,693;526308
Sulina;0,693;126652
Guairaçá;0,693;108908
Rianápolis;0,693;218706
Natércia;0,693;144409
Ipanema;0,693;131208
Porto Lucena;0,693;315008
Itiquira;0,693;104609
Pirenópolis;0,693;217302
Ponte Serrada;0,693;213401
São João do Ivaí;0,693;125001
Barra do Bugres;0,693;101704
Rio Pardo;0,693;315701
Cafeara;0,693;103404
Caiapônia;0,693;204409
Canarana;0,693;906204
Itaguari;0,693;210562
Itaberá;0,693;521705
São José da Bela Vista;0,693;549508
Cristais;0,692;120201
Caarapó;0,692;002407
Ribeirãozinho;0,692;107198
Inconfidentes;0,692;130606
São Sebastião da Bela Vista;0,692;164407
Recreio;0,692;154101
Machadinho;0,692;311700
Cerejeiras;0,692;100056
Campos Belos;0,692;204904
Querência;0,692;107065
Santana;0,692;600600
Bandeira do Sul;0,692;105301
Cafezal do Sul;0,692;103479
São Paulo das Missões;0,692;319307
Feliz Natal;0,692;103700
Bom Sucesso;0,692;502300
Inaciolândia;0,692;209937
Aperibé;0,692;300159
Camaragibe;0,692;603454
Ouro Verde;0,692;534807
Doresópolis;0,692;123403
Romelândia;0,692;215208
Brasópolis;0,692;#N/D
Córrego Danta;0,692;119807
Bossoroca;0,692;302501
Córrego do Bom Jesus;0,692;119906
Coqueiro Baixo;0,692;305835
Santo Antônio da Barra;0,691;219712
Itajá;0,691;404853
Candeias;0,691;906501
Poço Fundo;0,691;151701
Marilândia do Sul;0,691;114906
Turvelândia;0,691;221551
Irecê;0,691;914604
Itaguara;0,691;132206
Caxambu do Sul;0,691;204103
Santarém;0,691;506807
Estiva;0,691;124500
Nova Monte Verde;0,691;108956
Conceição da Aparecida;0,691;117108
Dom Pedro de Alcântara;0,691;306551
Arambaré;0,691;300851
Cambuci;0,691;300902
Iraí;0,691;310504
Eldorado;0,691;514809
Mara Rosa;0,691;212808
Currais Novos;0,691;403103
São Fidélis;0,691;304805
Porto Vera Cruz;0,69;315073
Ilhéus;0,69;913606
Quatis;0,69;304128
Major Vieira;0,69;210308
Dom Aquino;0,69;103601
Pilar do Sul;0,69;537909
Itaúba;0,69;104559
São Domingos do Prata;0,69;161007
Santa Rita de Caldas;0,69;159209
Curvelândia;0,69;103437
Coronel Macedo;0,69;512605
Campo Erê;0,69;203501
Prudente de Morais;0,69;153608
Lunardelli;0,69;113759
Guarda-Mor;0,69;128600
Nazareno;0,69;144508
Camacho;0,69;110400
Pompéu;0,689;152006
Muliterno;0,689;312625
Nova Hartz;0,689;313060
Abadiânia;0,689;200100
Figueirópolis;0,689;707652
Tiradentes do Sul;0,689;321477
Esperança Nova;0,689;107520
Carmo da Mata;0,689;114006
Abadia dos Dourados;0,689;100104
Terra de Areia;0,689;321436
São Gonçalo do Pará;0,689;161809
Sertão Santana;0,689;320552
Jaupaci;0,689;212006
Jardim Alegre;0,689;112504
Santo Afonso;0,689;107263
Comodoro;0,689;103304
Camanducaia;0,689;110509
Jequitibá;0,689;135704
Manhuaçu;0,689;139409
Ponte Alta do Norte;0,689;213351
Prados;0,689;152709
Butiá;0,689;302709
Quatro Irmãos;0,689;315313
Rolador;0,689;315958
Jaru;0,689;100114
Itamarati de Minas;0,688;132602
São José do Calçado;0,688;204807
Nova Fátima;0,688;922730
Aquidauana;0,688;001102
Roque Gonzales;0,688;316303
Italva;0,688;302056
Cristianópolis;0,688;206305
Campinorte;0,688;204706
Mangueirinha;0,688;114401
Porto Barreiro;0,688;120150
Santa Cruz de Goiás;0,688;219209
Sarutaiá;0,688;551207
Nova Guarita;0,688;108808
Biquinhas;0,688;107000
Novo Cabrais;0,688;313391
Tocantins;0,688;169000
Rolante;0,688;316006
Álvaro de Carvalho;0,688;501400
Vespasiano;0,688;171204
Anita Garibaldi;0,688;201000
Chapada dos Guimarães;0,688;103007
Dom Cavati;0,688;122504
Monte Belo;0,688;143005
Jundiaí do Sul;0,688;112900
Querência do Norte;0,688;121000
São Francisco de Sales;0,688;161304
Vila Rica;0,688;108600
Guareí;0,687;518503
São Lourenço do Sul;0,687;318804
Parnaíba;0,687;207702
São Joaquim;0,687;216503
Trindade do Sul;0,687;321956
Pontalina;0,687;217708
Marques de Souza;0,687;312054
Abatiá;0,687;100103
Aceguá;0,687;300034
Antonina;0,687;101200
Altair;0,687;500907
Araguaiana;0,687;101001
Guaraíta;0,687;209291
Angelina;0,687;200903
Caldas;0,687;110301
Wenceslau Braz;0,687;172202
Varjão;0,687;221908
Faxinal;0,687;107603
Salto do Jacuí;0,687;316451
Balsas;0,687;101400
Dom Viçoso;0,687;122801
Faria Lemos;0,687;125309
Buriti de Goiás;0,687;203939
Santana do Itararé;0,687;124004
Planalto;0,687;925006
Santa Lúcia;0,687;546900
Arenópolis;0,687;202353
Rio Azul;0,687;122008
Jataizinho;0,687;112702
Herval;0,687;307104
Passa Tempo;0,687;147709
Acreúna;0,686;200134
Belo Oriente;0,686;106309
Santo Antônio das Missões;0,686;317707
Dores de Campos;0,686;123007
Sidrolândia;0,686;007901
Bom Sucesso;0,686;502300
Pimenta;0,686;150505
Jóia;0,686;311155
Ponte Branca;0,686;106703
Nova Canaã do Norte;0,686;106216
Santa Maria da Serra;0,686;547007
Serra Azul;0,686;551405
Cabo de Santo Agostinho;0,686;602902
Guanhães;0,686;128006
Maracanaú;0,686;307650
Panamá;0,686;216007
Mundo Novo;0,686;922102
Águas Lindas de Goiás;0,686;200258
Leoberto Leal;0,686;209805
Morretes;0,686;116208
Vargeão;0,686;219101
Viana;0,686;112803
Campo do Tenente;0,686;104105
Córrego do Ouro;0,686;205703
Brejinho de Nazaré;0,686;703701
General Câmara;0,686;308805
Ipuiúna;0,686;131505
Santana do Paraíso;0,685;158953
São João D'Aliança;0,685;220009
Arandu;0,685;503109
Rio Piracicaba;0,685;155702
Porto dos Gaúchos;0,685;106802
Terezópolis de Goiás;0,685;221197
Liberato Salzano;0,685;311601
Resende Costa;0,685;154200
Teixeira de Freitas;0,685;931350
Caldazinha;0,685;204557
Espírito Santo do Dourado;0,685;124401
Ibema;0,685;109757
Fazenda Nova;0,685;207600
São Vicente do Sul;0,685;319802
Erval Seco;0,685;307302
Piranguçu;0,685;150901
São Francisco de Paula;0,685;161205
Colorado do Oeste;0,685;100064
Comendador Levy Gasparian;0,685;300951
Conceição da Barra de Minas;0,685;115201
Porto Vitória;0,685;120309
Elói Mendes;0,685;123601
Gramado dos Loureiros;0,685;309126
Rochedo de Minas;0,684;156205
Areal;0,684;300225
Catas Altas;0,684;115359
Batayporã;0,684;002001
Porteirão;0,684;218052
Fronteira;0,684;127008
São José do Barreiro;0,684;549607
Brasilândia do Tocantins;0,684;703602
Aimorés;0,684;101102
Piraúba;0,684;151305
Miracema do Tocantins;0,684;713205
Senador José Bento;0,684;165800
Antônio Prado de Minas;0,684;103108
Professor Jamil;0,684;218391
Novo Gama;0,684;215231
Itarana;0,684;202900
Eldorado;0,684;514809
Mar de Espanha;0,684;139805
Ribeirão das Neves;0,684;154606
Santa Cruz do Xingu;0,684;107743
Maçambará;0,684;311718
Cunha;0,684;513603
Pilar de Goiás;0,684;216908
Vicentinópolis;0,684;222054
Porto Franco;0,684;109007
Aragoiânia;0,684;201801
Belford Roxo;0,684;300456
Honório Serpa;0,683;109658
Mozarlândia;0,683;214002
Quartel Geral;0,683;153707
Paverama;0,683;314159
Progresso;0,683;315156
Bonfinópolis;0,683;203559
Restinga Seca;0,683;#N/D
Campo do Meio;0,683;111309
Guidoval;0,683;128808
Careaçu;0,683;113602
Divinópolis do Tocantins;0,683;707108
Bom Jesus do Amparo;0,683;107703
Toropi;0,683;321493
Gonçalves;0,683;127404
Rio Claro;0,683;304409
Arceburgo;0,683;104106
Denise;0,683;103452
Barra de São Francisco;0,683;200904
Tiros;0,683;168903
Forquetinha;0,683;308433
Antônio Carlos;0,683;102902
Santa Isabel;0,683;546801
Barbalha;0,683;301901
São Pedro do Iguaçu;0,683;125753
Sete de Setembro;0,683;320578
Ressaquinha;0,683;154408
Alagoinhas;0,683;900702
Areia Branca;0,682;401107
Nova Olímpia;0,682;117206
Turmalina;0,682;169703
Alexânia;0,682;200308
Limoeiro do Norte;0,682;307601
Queluzito;0,682;153806
Ouro Preto do Oeste;0,682;100155
Pedreiras;0,682;108207
Frei Rogério;0,682;205555
Campos Gerais;0,682;111606
Santa Luzia;0,682;110005
Jardim Olinda;0,682;112603
São José do Rio Claro;0,682;107305
Carmo de Minas;0,682;114105
Patrocínio do Muriaé;0,682;148202
Santa Terezinha do Progresso;0,682;215687
Caucaia;0,682;303709
Santa Rita de Jacutinga;0,682;159308
São Domingos do Norte;0,682;204658
Maquiné;0,682;311775
Selvíria;0,682;007802
Ametista do Sul;0,682;300646
Formigueiro;0,682;308409
Juara;0,682;105101
Flor da Serra do Sul;0,682;107850
São Carlos do Ivaí;0,682;124608
Minas do Leão;0,681;312252
Tapiraí;0,681;168200
Tabuleiro;0,681;167905
Tocantinópolis;0,681;721208
Brasilândia do Sul;0,681;103370
Quedas do Iguaçu;0,681;120903
Rio Bananal;0,681;204351
Erval Grande;0,681;307203
Roncador;0,681;122503
Campo Bonito;0,681;104055
Contenda;0,681;106209
Serranópolis;0,681;220504
Itatiba do Sul;0,681;310702
Três Barras do Paraná;0,681;127858
Nova Glória;0,681;214861
Inocência;0,681;004403
Boa Esperança do Sul;0,681;506706
Bela Vista da Caroba;0,681;102752
Marilena;0,681;115002
Gouveia;0,681;127602
Bandeirantes;0,681;102406
Amorinópolis;0,681;200902
Jaboticatubas;0,681;134608
Vila Pavão;0,681;205150
Baependi;0,681;104908
Sonora;0,681;007935
Conceição da Barra;0,681;201605
Corumbá de Goiás;0,68;205802
Rio das Flores;0,68;304508
Esmeralda;0,68;307401
Nova Santa Bárbara;0,68;117214
Itaóca;0,68;#N/D
Quitandinha;0,68;121208
Carpina;0,68;604007
Mirador;0,68;106706
Canitar;0,68;510153
Ilicínea;0,68;130507
Mutunópolis;0,68;214101
Lidianópolis;0,68;113429
Entre-Ijuís;0,68;306932
Descoberto;0,68;121308
Maripá de Minas;0,68;140209
Sapucaí-Mirim;0,68;165404
Gurinhatã;0,68;129103
Arapeí;0,68;503158
Arapoema;0,68;702307
Corinto;0,68;119104
Miraí;0,68;142205
Queimados;0,68;304144
Vera;0,68;108501
Acari;0,679;400109
Taquarivaí;0,679;553856
Glaucilândia;0,679;127354
Cajazeiras;0,679;503704
Ipueira;0,679;404804
Pedra Preta;0,679;409605
Araricá;0,679;300877
Dueré;0,679;707306
Figueirópolis D'Oeste;0,679;103809
Estrela Velha;0,679;307815
Rio Preto;0,679;155900
Lagoa Grande;0,679;608750
Salinas;0,679;157005
Boa Esperança;0,679;107109
Rio Branco do Sul;0,679;122206
Abreu E Lima;0,679;600054
Matrinchã;0,679;212956
Jaguaraçu;0,679;135001
Guapé;0,679;128105
Pinhal Grande;0,678;314472
Vitória da Conquista;0,678;933307
Bonfinópolis de Minas;0,678;108206
Catanduvas;0,678;105003
Candeias;0,678;906501
Nova América;0,678;214705
Alto Paraíso;0,678;100403
Cedro do Abaeté;0,678;115607
Centralina;0,678;115805
Pau dos Ferros;0,678;409407
Jaguaré;0,678;203056
Córrego Fundo;0,678;119955
Nazaré Paulista;0,678;532405
Águia Branca;0,678;200136
Wenceslau Braz;0,678;172202
Quadra;0,678;541653
Sagrada Família;0,678;316428
Poxoréo;0,678;#N/D
Pedro Osório;0,678;314209
Luminárias;0,678;138708
Silveiras;0,678;552007
Piedade do Rio Grande;0,678;150307
Itapirapuã;0,677;211008
Marabá Paulista;0,677;528700
São Bernardino;0,677;215752
Serra da Saudade;0,677;166600
Guaraciama;0,677;128253
Juazeiro;0,677;918407
Aurora do Tocantins;0,677;702703
Coronel Xavier Chaves;0,677;119708
Iguatu;0,677;305506
Maurilândia;0,677;213004
Itatiaiuçu;0,677;133709
Hidrolina;0,677;209804
Pedra Bela;0,677;536802
Serrania;0,677;166907
Guaraniaçu;0,677;109302
Caruaru;0,677;604106
Itariri;0,677;523305
Figueira;0,677;107751
Catu;0,677;907509
Guarani;0,677;128402
Eunápolis;0,677;910727
São Sebastião do Rio Verde;0,676;164902
São Jorge do Patrocínio;0,676;125357
Luciara;0,676;105309
Marituba;0,676;504422
Perolândia;0,676;216452
Alto Piquiri;0,676;100707
Santa Maria do Herval;0,676;316956
Estrela do Indaiá;0,676;124708
Ewbank da Câmara;0,676;125002
Alvinópolis;0,676;102308
Paraíso do Sul;0,676;314027
Prudentópolis;0,676;120606
Arapuã;0,676;101655
Dias D'Ávila;0,676;910057
Novo Tiradentes;0,676;313441
Boa Vista das Missões;0,676;302154
Porto Seguro;0,676;925303
Reserva do Cabaçal;0,676;107156
Conceição de Ipanema;0,676;117405
Lagoa Dourada;0,676;137403
Parelhas;0,676;408904
Monte Castelo;0,675;531605
Vila Valério;0,675;205176
Capetinga;0,675;112406
Moreira Sales;0,675;116109
Simões Filho;0,675;930709
Eugenópolis;0,675;124906
Alfredo Vasconcelos;0,675;101631
Naque;0,675;144359
Pedralva;0,675;149101
Teixeiras;0,675;168507
Pacatuba;0,675;309706
Bela Vista do Toldo;0,675;202131
São Francisco de Assis;0,675;318101
Godoy Moreira;0,675;108551
Apiacás;0,675;100805
Lajeado;0,675;712009
Ibituruna;0,675;130002
Aripuanã;0,675;101407
Guia Lopes da Laguna;0,675;004106
Silvanópolis;0,675;720655
Araguaçu;0,675;702000
Aruanã;0,675;202502
Mantena;0,675;139607
Guapiara;0,675;517604
Água Comprida;0,675;100708
Oliveira de Fátima;0,675;715507
Sapucaia;0,675;507755
Virginópolis;0,675;171808
Cabo Verde;0,674;109501
Brasilândia de Minas;0,674;108552
Guiricema;0,674;129004
Paulo Afonso;0,674;924009
Olímpio Noronha;0,674;145505
Anitápolis;0,674;201109
Gouvelândia;0,674;209150
Pequi;0,674;149606
Bela Vista de Minas;0,674;106002
Monte Alegre de Minas;0,674;142809
Russas;0,674;311801
Peixe;0,674;716604
Itamogi;0,674;132909
São Francisco do Conde;0,674;929206
Araguapaz;0,674;202155
Santa Inês;0,674;109908
Cerro Grande;0,674;305157
Braga;0,674;302600
Senador Cortes;0,674;165602
Novo Mundo;0,674;106265
Indianópolis;0,674;130705
Iaras;0,674;519253
São Pedro da União;0,674;163904
Candelária;0,674;304200
Ibitiúra de Minas;0,674;129905
Pinheiros;0,673;204104
Consolação;0,673;118502
Guarabira;0,673;506301
Novo Progresso;0,673;505031
Ponte Alta;0,673;213302
Rio Acima;0,673;154804
Vitor Meireles;0,673;219358
Bom Jardim de Minas;0,673;107505
Amambai;0,673;000609
Apiacá;0,673;200508
Castanhal;0,673;502400
Natividade;0,673;714203
Cristalândia;0,673;706100
Porto Alegre do Norte;0,673;106778
Rio Verde de Mato Grosso;0,673;007406
Palmeirópolis;0,673;715754
Sete Barras;0,673;551801
Dom Bosco;0,673;122470
Jauru;0,673;105002
Albertina;0,673;101409
Canaã dos Carajás;0,673;502152
Inhacorá;0,673;310413
Guanambi;0,673;911709
Paraúna;0,672;216403
Laguna Carapã;0,672;005251
Espigão D'Oeste;0,672;100098
Bandeirante;0,672;202081
Turvo;0,672;127965
Alto do Rodrigues;0,672;400703
São Bento Abade;0,672;160801
Alecrim;0,672;300307
São Roque de Minas;0,672;164308
União de Minas;0,672;170438
Capão do Cipó;0,672;304655
Entre Rios de Minas;0,672;123908
Açailândia;0,672;100055
Redenção;0,672;506138
Britânia;0,672;203807
Maravilhas;0,672;139706
Buritis;0,672;100452
Santo Antônio do Amparo;0,672;159902
Liberdade;0,672;138500
Rebouças;0,672;121505
Paranaíta;0,672;106299
Paty do Alferes;0,671;303856
Esmeraldas;0,671;124104
Garruchos;0,671;308656
Teixeira Soares;0,671;127007
São José da Boa Vista;0,671;125407
Nova Resende;0,671;145109
Xambioá;0,671;722107
Alpestre;0,671;300505
Santo Antônio do Sudoeste;0,671;124400
Palmeira;0,671;117701
Sentinela do Sul;0,671;320354
Santo Antônio do Aventureiro;0,671;160009
Santa Maria de Jetibá;0,671;204559
Colméia;0,671;716703
Ananás;0,671;701002
Corguinho;0,671;003108
Natalândia;0,671;144375
Água Fria de Goiás;0,671;200175
Baldim;0,671;105004
Pedro Gomes;0,671;006408
São João da Barra;0,671;305000
Triunfo;0,67;516805
Ariranha do Ivaí;0,67;101853
Uirapuru;0,67;221577
Barra do Ribeiro;0,67;301909
Resplendor;0,67;154309
São Gonçalo do Abaeté;0,67;161700
Boa Vista da Aparecida;0,67;103057
Itaparica;0,67;916104
Bom Jardim de Goiás;0,67;203401
Ipiaú;0,67;913903
Bonito;0,67;501600
Claro dos Poções;0,67;116506
Lagoa Bonita do Sul;0,67;311239
Divisa Nova;0,67;122405
Água Clara;0,67;000203
Leme do Prado;0,67;138351
Fortaleza de Minas;0,67;126307
Taiobeiras;0,67;168002
Conceição do Castelo;0,67;201704
Anaurilândia;0,67;000807
Mimoso do Sul;0,67;203403
Ribeirão Cascalheira;0,67;107180
Formoso do Araguaia;0,67;708205
Augustinópolis;0,67;702554
General Carneiro;0,67;108502
Dois Irmãos das Missões;0,67;306429
Santa Luzia D'Oeste;0,67;100296
Tupirama;0,67;721257
Coronel Pacheco;0,669;119609
Arroio do Padre;0,669;301073
Francisco Alves;0,669;108320
Pirapó;0,669;314555
Balbinos;0,669;504701
Juramento;0,669;136801
Santa Terezinha;0,669;612802
Ponto Belo;0,669;204252
Amaporã;0,669;100905
Santo Antônio do Rio Abaixo;0,669;160504
Volta Grande;0,669;172103
Planaltina;0,669;217609
Guamiranga;0,669;108957
Nova Ubiratã;0,669;106240
Paineiras;0,669;146404
Delfim Moreira;0,669;121100
São Luíz do Norte;0,669;#N/D
Buenópolis;0,669;109204
Salgueiro;0,669;612208
Coimbra;0,669;116704
Martinho Campos;0,669;140506
Domingos Martins;0,669;201902
Itati;0,669;310652
Presidente Kennedy;0,669;718402
Pugmil;0,669;718451
Luiziana;0,668;113734
Rodeiro;0,668;156304
Bom Jesus;0,668;201903
Doverlândia;0,668;207253
Congonhinhas;0,668;106001
Confresa;0,668;103353
Vieiras;0,668;171402
Alfredo Wagner;0,668;200705
Jacuí;0,668;134806
Centenário do Sul;0,668;105102
Conceição das Pedras;0,668;117207
São Félix do Araguaia;0,668;107859
Laje do Muriaé;0,668;302304
Mata de São João;0,668;921005
Cabeceiras;0,668;204003
Cristina;0,668;120508
Alterosa;0,668;102001
Santa Maria Madalena;0,668;304607
Sousa;0,668;516201
Aiuruoca;0,668;101201
Marabá;0,668;504208
Tejupá;0,668;554201
Altamira do Paraná;0,667;100459
Arcoverde;0,667;601201
Bituruna;0,667;102901
Veríssimo;0,667;171105
São Miguel das Missões;0,667;319158
São Gonçalo do Rio Abaixo;0,667;161908
Afonso Cláudio;0,667;200102
Pancas;0,667;204005
Adrianópolis;0,667;100202
Santana do Garambéu;0,667;158706
Trajano de Moraes;0,667;305901
Buri;0,667;508009
Nepomuceno;0,667;144607
Itapetinga;0,667;916401
São Thomé das Letras;0,667;#N/D
Imaruí;0,667;207205
Montanha;0,667;203502
Sucupira;0,667;720853
Paranatinga;0,667;106307
Canabrava do Norte;0,667;102694
Tapiraí;0,667;168200
Mucurici;0,666;203601
Faxinalzinho;0,666;308052
São José do Goiabal;0,666;163409
Cruzmaltina;0,666;106852
Pojuca;0,666;925204
Icaraíma;0,666;109906
Senhor do Bonfim;0,666;930105
Iúna;0,666;203007
Lindoeste;0,666;113452
Amélia Rodrigues;0,666;901106
Tucuruí;0,666;508100
Várzea da Palma;0,666;170800
Papagaios;0,666;146909
Bodoquena;0,666;002159
Salto do Céu;0,666;107750
Porto Murtinho;0,666;006903
Bom Jesus;0,666;201903
Benevides;0,665;501501
Mucuri;0,665;922003
Carlinda;0,665;102793
Castanheira;0,665;102850
Central de Minas;0,665;115706
Conceição do Rio Verde;0,665;117702
Iretama;0,665;110805
Ipaba;0,665;131158
Mirabela;0,665;142007
União do Sul;0,665;108303
Abreulândia;0,665;700251
Santana do Riacho;0,665;159001
Laranjal do Jari;0,665;600279
Coronel Bicaco;0,665;305900
São Gonçalo do Amarante;0,665;312403
Igarassu;0,665;606804
Altamira;0,665;500602
Mimoso de Goiás;0,665;213053
Macau;0,665;407203
Mucajaí;0,665;400308
Santa Tereza de Goiás;0,665;219605
Santo Antônio do Descoberto;0,665;219753
São Cristovão do Sul;0,665;#N/D
Pimenteiras do Oeste;0,665;101468
Jequié;0,665;918001
Quevedos;0,665;315321
Presidente Médici;0,664;100254
Chácara;0,664;115904
Itapuca;0,664;310579
Caturaí;0,664;205208
São Brás do Suaçuí;0,664;160900
Ribas do Rio Pardo;0,664;007109
Riversul;0,664;543501
Mostardas;0,664;312500
Uruana de Minas;0,664;170479
Alto Rio Novo;0,664;200359
Tibagi;0,664;127502
São Pedro das Missões;0,664;319364
Serra Nova Dourada;0,664;107883
Garanhuns;0,664;606002
Inimutaba;0,664;131109
Painel;0,664;211892
Rio Doce;0,664;155009
Novo Horizonte do Norte;0,664;106273
Cruzeiro do Sul;0,664;200203
Nossa Senhora do Socorro;0,664;804805
São Miguel do Araguaia;0,664;220207
Mercês;0,664;141603
Grossos;0,664;404408
Jaraguari;0,664;004908
São João do Caiuá;0,664;124905
Cruz Machado;0,664;106803
Anastácio;0,663;000708
Floriano Peixoto;0,663;308250
Vargem Alta;0,663;205036
Conceição do Jacuípe;0,663;908507
Onça de Pitangui;0,663;145802
Nova Maringá;0,663;108907
Santa Margarida do Sul;0,663;316972
Aliança do Tocantins;0,663;700350
Sengés;0,663;126306
São Francisco do Glória;0,663;161403
Araçuaí;0,663;103405
Novo Machado;0,663;313425
Limoeiro;0,663;608909
Jardim do Seridó;0,663;405702
Miradouro;0,663;142106
Espera Feliz;0,663;124203
São José dos Ausentes;0,663;318622
Aguanil;0,663;100807
Nova União;0,662;101435
Barcarena;0,662;501303
Cariri do Tocantins;0,662;703867
São Joaquim de Bicas;0,662;162922
Macieira;0,662;210050
Santa Tereza do Tocantins;0,662;719004
Jaú do Tocantins;0,662;711506
Três Forquilhas;0,662;321832
São Cristóvão;0,662;806701
São Tiago;0,662;165008
Rosário do Ivaí;0,662;122651
Nazaré da Mata;0,662;609501
Ecoporanga;0,662;202108
Vila Nova do Sul;0,662;323457
Conselheiro Pena;0,662;118403
Juruena;0,662;105176
